trip_id,route_group_id,vehicle_id,distance_km,duration_min,fuel_l,l_per_100km,idle_minutes,idle_ratio,high_rpm_minutes,high_rpm_ratio,high_rpm_low_speed_minutes,rapid_accel_count,rapid_decel_count,stop_go_count,speed_std,fuel_deviation_pct,time_deviation_pct,group_trip_count,direct_pair_density,group_quality,valid_duration_min,idle_coverage_ratio,rpm_coverage_ratio,speed_coverage_ratio,rpm_speed_joint_coverage_ratio,invalid_interval_count,long_gap_count
250111000001,AHMPUL0C13-R001,AHMPUL0C13,30.0,56.3,7.0,23.333333333333332,12.783333333333333,0.2270574304322084,6.95,0.12344582593250444,0.0,0,0,6,38.90742397060734,7.692307692307687,23.55523043160206,36,0.973015873015873,chain_connected,56.3,1.0,1.0,1.0,1.0,0,0
250120220007,AHMPUL0C13-R001,AHMPUL0C13,31.0,38.36666666666667,6.0,19.35483870967742,0.0,0.0,7.516666666666667,0.19591659426585578,1.0333333333333334,0,0,5,37.10448227033581,-7.692307692307687,-15.801024140453535,36,0.973015873015873,chain_connected,38.36666666666667,1.0,1.0,1.0,1.0,0,0
250121010002,AHMPUL0C13-R001,AHMPUL0C13,30.0,44.96666666666667,6.5,21.666666666666668,0.0,0.0,8.183333333333334,0.18198665678280207,0.08333333333333333,0,1,8,39.33438785493949,0.0,-1.3167520117044473,36,0.973015873015873,chain_connected,44.96666666666667,1.0,1.0,1.0,1.0,0,0
250310220011,AHMPUL0C13-R001,AHMPUL0C13,30.0,40.7,6.5,21.666666666666668,0.0,0.0,8.566666666666666,0.21048321048321048,1.0833333333333333,0,1,6,36.87743964663898,0.0,-10.68032187271396,36,0.973015873015873,chain_connected,40.7,1.0,1.0,1.0,1.0,0,0
250311020004,AHMPUL0C13-R001,AHMPUL0C13,30.0,54.53333333333333,8.0,26.666666666666668,7.983333333333333,0.14639364303178484,8.633333333333333,0.15831295843520782,0.4,0,2,8,37.15188620425287,23.076923076923084,19.678127286027802,36,0.973015873015873,chain_connected,54.53333333333333,1.0,1.0,1.0,1.0,0,0
250311060007,AHMPUL0C13-R001,AHMPUL0C13,31.0,40.81666666666667,7.0,22.58064516129032,0.0,0.0,8.3,0.20334830543078808,0.9,0,0,7,36.831447891653575,7.692307692307687,-10.424286759326984,36,0.973015873015873,chain_connected,40.81666666666667,1.0,1.0,1.0,1.0,0,0
250320220012,AHMPUL0C13-R001,AHMPUL0C13,31.0,36.5,7.0,22.58064516129032,0.0,0.0,7.166666666666667,0.1963470319634703,1.3333333333333333,0,1,7,35.36683602806649,7.692307692307687,-19.8975859546452,36,0.973015873015873,chain_connected,36.5,1.0,1.0,1.0,1.0,0,0
250321000002,AHMPUL0C13-R001,AHMPUL0C13,31.0,37.88333333333333,6.0,19.35483870967742,0.0,0.0,6.05,0.15970083589969203,0.03333333333333333,0,0,4,35.12183174854766,-7.692307692307687,-16.86174103877103,36,0.973015873015873,chain_connected,37.88333333333333,1.0,1.0,1.0,1.0,0,0
250321030006,AHMPUL0C13-R001,AHMPUL0C13,31.0,55.15,6.0,19.35483870967742,9.3,0.1686310063463282,6.8,0.12330009066183137,0.7833333333333333,0,0,9,36.89485083225277,-7.692307692307687,21.031455742501826,36,0.973015873015873,chain_connected,55.15,1.0,1.0,1.0,1.0,0,0
250330230001,AHMPUL0C13-R001,AHMPUL0C13,31.0,47.78333333333333,7.0,22.58064516129032,0.0,0.0,6.833333333333333,0.1430066271363795,0.21666666666666667,0,1,7,37.590197740865676,7.692307692307687,4.864667154352609,36,0.973015873015873,chain_connected,47.78333333333333,1.0,1.0,1.0,1.0,0,0
