vehicle,journey,type,start,end,records,km,fuel_l,l_per_100km,minutes,coverage_fraction,max_gap_s,can_abnormal_rows,duplicate_times,fuel_decreases,mileage_decreases,engine_start_near_boundary,parked_end_near_boundary,candidate,screened,idle_estimated_minutes,idle_estimated_fraction,mean_can_speed_time_weighted,mean_rpm_time_weighted,mean_engine_load_time_weighted,speed_integrated_km,start_lon,start_lat,end_lon,end_lat,event_2,event_6,event_7,event_8,event_9,event_11,event_12,event_14,event_16,event_19,event_20
48XAG6CMA0,250121020001,300,2025-01-21T10:31:57,2025-01-21T10:33:28,3,0.09999999999990905,0.0,0.0,1.5166666666666666,1.0,60.0,0,0,0,0,True,True,False,False,0.0,0.0,3.0,589.6881868131868,45.34065934065934,0.07583333333333334,121.495888,24.954172,121.495888,24.954172,0,0,0,0,0,0,0,0,0,0,0
48XAG6CMA0,250121030002,300,2025-01-21T11:14:49,2025-01-21T11:16:42,3,1.0,0.0,0.0,1.8833333333333333,1.0,60.0,0,0,0,0,True,True,False,False,0.0,0.0,15.008849557522124,1056.4889380530974,53.097345132743364,0.4711111111111111,121.495888,24.954172,121.495888,24.954172,0,0,0,0,0,0,0,0,0,0,0
48XAG6CMA0,250121030003,300,2025-01-21T11:19:27,2025-01-21T12:09:45,201,46.19999999999982,6.5,14.069264069264126,50.3,1.0,60.0,0,0,0,0,True,True,True,True,0.0,0.0,54.02120609675281,1816.7203445990722,52.89098740888005,45.28777777777778,121.495888,24.954172,121.265839,25.048672,0,0,0,6,0,0,0,0,0,0,0
48XAG6CMA0,250121040004,300,2025-01-21T12:27:44,2025-01-21T12:43:42,83,5.200000000000273,1.0,19.23076923076822,15.966666666666667,1.0,60.0,0,0,0,0,True,True,False,False,0.0,0.0,15.031315240083508,1281.5309237995825,44.80793319415449,4.0,121.265831,25.048649,121.29393,25.046858,0,0,0,1,0,0,0,0,0,0,0
48XAG6CMA0,250121040005,300,2025-01-21T12:48:39,2025-01-21T12:50:01,3,0.1999999999998181,0.0,0.0,1.3666666666666667,1.0,60.0,0,0,0,0,True,True,False,False,0.0,0.0,2.951219512195122,634.9481707317074,3.2195121951219514,0.06722222222222222,121.29393,25.046843,121.29393,25.046843,0,0,0,0,0,0,0,0,0,0,0
48XAG6CMA0,250121050006,300,2025-01-21T13:07:07,2025-01-21T13:08:30,10,0.1999999999998181,0.0,0.0,1.3833333333333333,1.0,39.0,0,0,0,0,True,True,False,False,0.0,0.0,7.204819277108434,849.1927710843373,28.46987951807229,0.1661111111111111,121.29393,25.046843,121.294449,25.044228,0,0,0,0,0,0,0,0,0,0,0
48XAG6CMA0,250121050007,300,2025-01-21T13:10:53,2025-01-21T13:16:02,30,1.1000000000003638,0.5,45.45454545453042,5.15,1.0,60.0,0,0,0,0,True,True,False,False,0.0,0.0,8.78640776699029,1022.0966828478964,39.249190938511326,0.7541666666666667,121.294281,25.044231,121.296402,25.051683,0,0,0,0,0,0,0,0,0,0,0
48XAG6CMA0,250121050008,300,2025-01-21T13:20:42,2025-01-21T13:31:16,40,2.899999999999636,0.5,17.24137931034699,10.566666666666666,1.0,60.0,0,0,0,0,True,True,False,False,0.0,0.0,13.429022082018928,1189.6675867507886,29.129337539432175,2.365,121.29641,25.051693,121.286179,25.067492,0,0,0,1,0,0,0,0,0,0,0
48XAG6CMA0,250121050009,300,2025-01-21T13:35:21,2025-01-21T13:35:51,2,0.20000000000027285,0.0,0.0,0.5,1.0,30.0,0,0,0,0,True,True,False,False,0.0,0.0,0.0,462.5,96.0,0.0,121.286163,25.067492,121.286163,25.067492,0,0,0,0,0,0,0,0,0,0,0
48XAG6CMA0,250121050010,300,2025-01-21T13:40:57,2025-01-21T14:14:09,133,13.300000000000182,3.0,22.5563909774433,33.2,1.0,60.0,0,0,0,0,True,True,True,True,0.0,0.0,19.130522088353413,1528.1103790160641,54.670682730923694,10.585555555555555,121.286163,25.067492,121.385902,25.079325,0,0,0,5,0,0,0,0,0,0,0
48XAG6CMA0,250121060011,300,2025-01-21T14:27:06,2025-01-21T14:28:38,3,0.599999999999909,0.0,0.0,1.5333333333333334,1.0,60.0,0,0,0,0,True,True,False,False,0.0,0.0,3.4782608695652173,888.070652173913,48.91304347826087,0.08888888888888889,121.385902,25.079325,121.385902,25.079325,0,0,0,0,0,0,0,0,0,0,0
48XAG6CMA0,250121060012,300,2025-01-21T14:32:48,2025-01-21T14:40:59,37,2.200000000000273,0.5,22.72727272726991,8.183333333333334,1.0,60.0,0,0,0,0,True,True,False,False,0.0,0.0,11.64562118126273,1075.1051425661915,46.4806517311609,1.5883333333333334,121.386505,25.077387,121.370216,25.074654,0,0,0,0,0,0,0,0,0,0,0
48XAG6CMA0,250121060013,300,2025-01-21T14:47:11,2025-01-21T14:49:51,9,0.29999999999972715,0.0,0.0,2.6666666666666665,1.0,60.0,0,0,0,0,True,True,False,False,0.0,0.0,0.71875,610.49140625,44.8375,0.03194444444444444,121.370216,25.074629,121.372162,25.075203,0,0,0,0,0,0,0,0,0,0,0
48XAG6CMA0,250121060014,300,2025-01-21T14:52:06,2025-01-21T15:05:16,70,3.200000000000273,0.5,15.624999999998668,13.166666666666666,1.0,60.0,0,0,0,0,True,True,False,False,0.0,0.0,13.331645569620253,1107.0458860759493,44.32658227848101,2.9255555555555555,121.372147,25.075184,121.36483,25.051884,0,0,0,0,0,0,0,0,0,0,0
48XAG6CMA0,250121070015,300,2025-01-21T15:12:01,2025-01-21T15:58:17,243,12.0,2.0,16.666666666666664,46.266666666666666,1.0,60.0,0,0,0,0,True,True,True,True,0.0,0.0,14.170028818443804,1214.8250630403459,41.07600864553314,10.926666666666666,121.364716,25.051823,121.329041,24.966488,0,0,0,8,0,0,0,0,0,0,0
48XAG6CMA0,250121080016,300,2025-01-21T16:00:40,2025-01-21T16:10:46,37,3.299999999999727,0.5,15.151515151516403,10.1,1.0,60.0,0,0,0,0,True,True,False,False,0.0,0.0,17.01815181518152,1251.259694719472,48.333333333333336,2.8647222222222224,121.329041,24.966488,121.306892,24.967697,0,0,0,0,0,0,0,0,0,0,0
48XAG6CMA0,250121080017,300,2025-01-21T16:17:23,2025-01-21T16:23:31,39,1.0,0.0,0.0,6.133333333333334,1.0,60.0,0,0,0,0,True,True,False,False,0.0,0.0,11.013586956521738,1012.0356657608696,35.307065217391305,1.1258333333333332,121.306961,24.96767,121.301826,24.964075,0,0,0,0,0,0,0,0,0,0,0
48XAG6CMA0,250121080018,300,2025-01-21T16:25:57,2025-01-21T16:26:26,2,0.0,0.0,,0.48333333333333334,1.0,29.0,0,0,0,0,True,True,False,False,0.0,0.0,0.0,799.5,36.0,0.0,121.301826,24.964064,121.301826,24.964064,0,0,0,0,0,0,0,0,0,0,0
48XAG6CMA0,250121080019,300,2025-01-21T16:40:41,2025-01-21T16:47:52,33,1.7000000000002728,0.5,29.41176470587763,7.183333333333334,1.0,60.0,0,0,0,0,True,True,False,False,0.0,0.0,13.584686774941995,1053.711716937355,43.09512761020882,1.6263888888888889,121.301826,24.964064,121.293831,24.958549,0,0,0,0,0,0,0,0,0,0,0
48XAG6CMA0,250121080020,300,2025-01-21T16:59:57,2025-01-21T17:03:09,19,0.7999999999997272,0.0,0.0,3.2,1.0,45.0,0,0,0,0,True,True,False,False,0.0,0.0,10.708333333333334,904.9993489583334,53.208333333333336,0.5711111111111111,121.293884,24.95858,121.288849,24.959404,0,0,0,0,0,0,0,0,0,0,0
48XAG6CMA0,250121090021,300,2025-01-21T17:34:42,2025-01-21T17:38:38,22,0.8000000000001819,0.0,0.0,3.933333333333333,1.0,60.0,0,0,0,0,True,True,False,False,0.0,0.0,11.961864406779661,1091.9205508474577,36.13135593220339,0.7841666666666667,121.288872,24.95941,121.293068,24.960842,0,0,0,0,0,0,0,0,0,0,0
48XAG6CMA0,250121090022,300,2025-01-21T17:43:54,2025-01-21T17:44:43,2,0.09999999999990905,0.5,500.00000000045475,0.8166666666666667,1.0,49.0,0,0,0,0,True,True,False,False,0.0,0.0,0.0,596.25,43.0,0.0,121.293076,24.960857,121.293076,24.960857,0,0,0,0,0,0,0,0,0,0,0
48XAG6CMA0,250121090023,300,2025-01-21T17:46:42,2025-01-21T17:56:41,42,2.099999999999909,0.0,0.0,9.983333333333333,1.0,60.0,0,0,0,0,True,True,False,False,0.0,0.0,8.874791318864775,1013.2898580968281,49.18363939899833,1.4766666666666666,121.293076,24.960857,121.302147,24.974197,0,0,0,1,0,0,0,0,0,0,0
48XAG6CMA0,250121100024,300,2025-01-21T18:01:55,2025-01-21T18:02:39,2,0.40000000000009095,0.0,0.0,0.7333333333333333,1.0,44.0,0,0,0,0,True,True,False,False,0.0,0.0,0.0,614.25,6.0,0.0,121.30217,24.974192,121.30217,24.974192,0,0,0,0,0,0,0,0,0,0,0
48XAG6CMA0,250121100025,300,2025-01-21T18:07:49,2025-01-21T19:04:05,226,33.70000000000027,4.5,13.353115727002859,56.266666666666666,1.0,60.0,0,0,0,0,True,True,True,True,0.0,0.0,34.35722748815166,1459.5729413507108,47.31161137440758,32.21944444444444,121.30217,24.974192,121.495789,24.954607,0,1,1,9,0,0,0,0,0,0,0
48XAG6CMA0,250121110026,300,2025-01-21T19:20:25,2025-01-21T19:21:00,2,0.09999999999990905,0.0,0.0,0.5833333333333334,1.0,35.0,0,0,0,0,True,True,False,False,0.0,0.0,3.0,576.625,69.0,0.029166666666666667,121.495789,24.954603,121.495789,24.954603,0,0,0,0,0,0,0,0,0,0,0
48XAG6CMA0,250311020001,300,2025-03-11T10:02:42,2025-03-11T10:03:06,2,0.0,0.0,,0.4,1.0,24.0,0,0,0,0,True,True,False,False,0.0,0.0,0.0,531.25,69.0,0.0,121.495766,24.9543,121.495766,24.9543,0,0,0,0,0,0,0,0,0,0,0
48XAG6CMA0,250311020002,300,2025-03-11T10:40:48,2025-03-11T11:21:19,189,39.900000000000546,6.5,16.290726817042383,40.516666666666666,1.0,60.0,0,0,0,0,True,True,True,True,0.0,0.0,57.68778280542986,1915.3294426162074,58.11641299876594,38.95527777777778,121.495766,24.9543,121.28524,24.905895,0,0,0,3,0,0,0,0,0,0,1
48XAG6CMA0,250311030003,300,2025-03-11T11:37:24,2025-03-11T11:49:32,73,4.899999999999636,0.5,10.20408163265382,12.133333333333333,1.0,60.0,0,0,0,0,True,True,False,False,0.0,0.0,24.15521978021978,1637.7091346153845,46.614010989010985,4.884722222222222,121.28524,24.905895,121.291153,24.87422,0,0,0,3,0,0,0,0,0,0,0
48XAG6CMA0,250311030004,300,2025-03-11T11:57:18,2025-03-11T12:17:43,105,6.699999999999818,1.5,22.388059701493145,20.416666666666668,1.0,97.0,0,0,0,0,True,True,False,False,0.0,0.0,16.85469387755102,1416.3467346938776,47.17387755102041,5.735277777777778,121.291161,24.874208,121.265152,24.903625,0,2,1,0,0,0,0,0,0,0,0
48XAG6CMA0,250311040005,300,2025-03-11T12:19:56,2025-03-11T12:21:30,3,0.3000000000001819,0.0,0.0,1.5666666666666667,1.0,59.0,0,0,0,0,True,True,False,False,0.0,0.0,7.074468085106383,578.218085106383,85.47872340425532,0.18472222222222223,121.265121,24.903629,121.265121,24.903629,0,0,0,0,0,0,0,0,0,0,0
48XAG6CMA0,250311040006,300,2025-03-11T12:23:44,2025-03-11T12:29:24,10,0.8999999999996362,0.0,0.0,5.666666666666667,1.0,60.0,0,0,0,0,True,True,False,False,0.0,0.0,2.4411764705882355,816.4904411764705,25.561764705882354,0.23055555555555557,121.265121,24.903629,121.261734,24.896336,0,0,0,0,0,0,0,0,0,0,0
48XAG6CMA0,250311040007,300,2025-03-11T12:33:05,2025-03-11T13:01:34,141,25.199999999999818,3.5,13.888888888888989,28.483333333333334,1.0,60.0,0,0,0,0,True,True,True,True,0.0,0.0,51.19309537741369,1652.474253949678,44.3703920421299,24.3025,121.261742,24.896326,121.295013,25.044117,0,1,0,5,0,0,0,0,0,0,0
48XAG6CMA0,250311050008,300,2025-03-11T13:04:33,2025-03-11T13:10:27,44,1.2000000000007276,0.0,0.0,5.9,1.0,42.0,0,0,0,0,True,True,False,False,0.0,0.0,10.621468926553673,1051.8958333333333,33.889830508474574,1.0444444444444445,121.295021,25.044117,121.29641,25.051683,0,0,0,0,0,0,0,0,0,0,0
48XAG6CMA0,250311050009,300,2025-03-11T13:14:09,2025-03-11T13:44:53,160,13.5,2.5,18.51851851851852,30.733333333333334,1.0,60.0,0,0,0,0,True,True,True,True,0.0,0.0,25.074295010845987,1384.5976138828632,45.439804772234275,12.84361111111111,121.296448,25.051685,121.364456,25.051811,0,0,0,5,0,0,0,0,0,0,0
48XAG6CMA0,250311050010,300,2025-03-11T13:48:30,2025-03-11T14:02:20,77,6.699999999999818,0.5,7.462686567164381,13.833333333333334,1.0,60.0,0,0,0,0,True,True,False,False,0.0,0.0,25.559036144578315,1327.6057228915663,42.16746987951807,5.892777777777778,121.364456,25.0518,121.343048,25.000113,0,0,0,3,0,0,0,0,0,0,0
